N,state,n,kind,theta,theta_deg,parity_mean,parity_std,n_runs,parity_sem,source_file
4,W,7,angular,0.6806784082777885,39.0,0.02001953125,0.0034526698300124,2,0.00244140625,2. wesh7plus_angular_20250901_121951.csv
4,W,7,angular,0.7330382858376184,42.0,0.03271484375,0.0020716018980074,2,0.0014648437499999,2. wesh7plus_angular_20250901_121951.csv
4,W,7,angular,0.7853981633974483,45.0,0.01416015625,0.0158822812180572,2,0.01123046875,2. wesh7plus_angular_20250901_121951.csv
3,GHZ,3,angular,0.3665191429188092,21.0,0.59228515625,0.028311892606102,2,0.02001953125,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,3,angular,0.4712388980384689,27.0,0.7138671875,0.0151917472520547,2,0.0107421874999999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,3,angular,0.5235987755982988,30.0,0.7880859375,0.0345266983001243,2,0.0244140625,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,3,angular,0.5759586531581288,33.0,0.8251953125,0.0165728151840597,2,0.0117187499999999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,3,angular,0.6283185307179586,36.0,0.8505859375,0.0096674755240348,2,0.0068359374999999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,3,angular,0.6806784082777885,39.0,0.89013671875,0.0062148056940223,2,0.00439453125,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,3,angular,0.7330382858376184,42.0,0.8974609375,0.0096674755240348,2,0.0068359374999999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,3,angular,0.7853981633974483,45.0,0.89501953125,0.0020716018980074,2,0.0014648437499999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,5,angular,0.3665191429188092,21.0,0.6103515625,0.0096674755240348,2,0.0068359374999999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,5,angular,0.4712388980384689,27.0,0.72705078125,0.0103580094900373,2,0.00732421875,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,5,angular,0.5235987755982988,30.0,0.78173828125,0.0020716018980074,2,0.0014648437499999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,5,angular,0.5759586531581288,33.0,0.837890625,0.0055242717280199,2,0.00390625,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,5,angular,0.6283185307179586,36.0,0.859375,0.0013810679320049,2,0.0009765625,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,5,angular,0.6806784082777885,39.0,0.88134765625,0.0131201453540472,2,0.00927734375,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,5,angular,0.7330382858376184,42.0,0.9130859375,0.0069053396600248,2,0.0048828125,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,5,angular,0.7853981633974483,45.0,0.91357421875,0.0048337377620174,2,0.0034179687499999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,7,angular,0.3665191429188092,21.0,0.60107421875,0.0296929605381069,2,0.02099609375,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,7,angular,0.4712388980384689,27.0,0.71533203125,0.026930824674097,2,0.0190429687499999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,7,angular,0.5235987755982988,30.0,0.77734375,0.0055242717280199,2,0.00390625,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,7,angular,0.5759586531581288,33.0,0.81640625,0.0165728151840597,2,0.0117187499999999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,7,angular,0.6283185307179586,36.0,0.849609375,0.0179538831160646,2,0.0126953124999999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,7,angular,0.6806784082777885,39.0,0.88623046875,0.0006905339660024,2,0.00048828125,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,7,angular,0.7330382858376184,42.0,0.88720703125,0.0020716018980074,2,0.0014648437499999,1. wesh7plus_angular_20250901_113055.csv
3,GHZ,7,angular,0.7853981633974483,45.0,0.90380859375,0.0062148056940223,2,0.00439453125,1. wesh7plus_angular_20250901_113055.csv
3,PRODUCT,3,angular,0.3665191429188092,21.0,0.24853515625,0.0103580094900373,2,0.00732421875,1. wesh7plus_angular_20250901_113055.csv
3,PRODUCT,3,angular,0.4712388980384689,27.0,0.3427734375,0.0027621358640099,2,0.001953125,1. wesh7plus_angular_20250901_113055.csv
3,PRODUCT,3,angular,0.5235987755982988,30.0,0.43212890625,0.0379793681301368,2,0.02685546875,1. wesh7plus_angular_20250901_113055.csv
3,PRODUCT,3,angular,0.5759586531581288,33.0,0.4765625,0.0041432037960149,2,0.0029296874999999,1. wesh7plus_angular_20250901_113055.csv
3,PRODUCT,3,angular,0.6283185307179586,36.0,0.56982421875,0.0103580094900373,2,0.00732421875,1. wesh7plus_angular_20250901_113055.csv
3,PRODUCT,3,angular,0.6806784082777885,39.0,0.6005859375,0.0069053396600248,2,0.0048828125,1. wesh7plus_angular_20250901_113055.csv
3,PRODUCT,3,angular,0.7330382858376184,42.0,0.64111328125,0.0062148056940223,2,0.00439453125,1. wesh7plus_angular_20250901_113055.csv
